============================================
Creation du log: 19/12/2012 00:57
============================================


19/12/2012 00:57 | 9 mb | Back Office | - >> Notice : FwkErrorHandler 8 - Undefined index: admin in file C:\wamp\www\AstridV1\gestion\controllers\DefaultController.php on line 37
19/12/2012 00:57 | 9 mb | Back Office | - >> UNKNOWN : FwkErrorHandler 0 - Undefined index: admin in file C:\wamp\www\AstridV1\gestion\controllers\DefaultController.php on line 37
19/12/2012 01:06 | 10.5 mb | Back Office | Florian M. >> UNKNOWN : FwkErrorHandler 0 - Exception : Le controller appelé : "DefaultController" ne possède pas de méthode qui a pour nom logsController in file C:\wamp\www\AstridV1\lib\Core\ControllerManager.php on line 45
19/12/2012 10:05 | 9 mb | Back Office | - >> Notice : FwkErrorHandler 8 - Undefined index: admin in file C:\wamp\www\AstridV1\gestion\controllers\DefaultController.php on line 37
19/12/2012 10:05 | 9 mb | Back Office | - >> UNKNOWN : FwkErrorHandler 0 - Undefined index: admin in file C:\wamp\www\AstridV1\gestion\controllers\DefaultController.php on line 37
19/12/2012 10:07 | 10.5 mb | Back Office | - >> UNKNOWN : FwkErrorHandler 23000 - SQLSTATE[23000]: Integrity constraint violation: 1062 Duplicate entry 'florian.mithieux@gmail.com' for key 'UNIQ_9E5E6CADE7927C74' in file C:\wamp\www\AstridV1\lib\Doctrine\Doctrine\DBAL\Statement.php on line 131
19/12/2012 10:07 | 10.5 mb | Back Office | - >> UNKNOWN : FwkErrorHandler 23000 - SQLSTATE[23000]: Integrity constraint violation: 1062 Duplicate entry 'florian.mithieux@gmail.coms' for key 'UNIQ_9E5E6CADE7927C74' in file C:\wamp\www\AstridV1\lib\Doctrine\Doctrine\DBAL\Connection.php on line 752
19/12/2012 10:33 | 10.25 mb | Back Office | Florian M. >> Warning : FwkErrorHandler 2 - session_destroy() [<a href='function.session-destroy'>function.session-destroy</a>]: Trying to destroy uninitialized session in file C:\wamp\www\AstridV1\gestion\controllers\AuthController.php on line 45
19/12/2012 10:33 | 10.25 mb | Back Office | Florian M. >> UNKNOWN : FwkErrorHandler 0 - session_destroy() [<a href='function.session-destroy'>function.session-destroy</a>]: Trying to destroy uninitialized session in file C:\wamp\www\AstridV1\gestion\controllers\AuthController.php on line 45
19/12/2012 10:35 | 10 mb | Front Office | - >> Warning : FwkErrorHandler 2 - require(../../lib/Doctrine\Doctrine\ORM\Tools\ToolsExceptionHandler.php) [<a href='function.require'>function.require</a>]: failed to open stream: No such file or directory in file C:\wamp\www\AstridV1\lib\Doctrine\Doctrine\Common\ClassLoader.php on line 163
19/12/2012 11:10 | 10.5 mb | Back Office | - >> Warning : FwkErrorHandler 2 - spl_object_hash() expects parameter 1 to be object, string given in file C:\wamp\www\AstridV1\lib\Doctrine\Doctrine\ORM\UnitOfWork.php on line 1318
19/12/2012 11:10 | 10.5 mb | Back Office | - >> UNKNOWN : FwkErrorHandler 0 - spl_object_hash() expects parameter 1 to be object, string given in file C:\wamp\www\AstridV1\lib\Doctrine\Doctrine\ORM\UnitOfWork.php on line 1318
19/12/2012 14:17 | 9 mb | Back Office | - >> Notice : FwkErrorHandler 8 - Undefined index: admin in file C:\wamp\www\AstridV1\gestion\controllers\DefaultController.php on line 37
19/12/2012 14:17 | 9 mb | Back Office | - >> UNKNOWN : FwkErrorHandler 0 - Undefined index: admin in file C:\wamp\www\AstridV1\gestion\controllers\DefaultController.php on line 37
